candidate_index	source_name	task_index	context	family	order_index	design_nll	chain_a_nll	chain_b_nll	chain_c_nll	chain_d_nll	chain_spread
0	OVA-C4-IPTM90-405	3	ai11_af3_bb4	AI11_AF3	0	1.2389944791793823	1.325704574584961	1.323799729347229	1.1446294784545898	1.1618441343307495	0.1810750961303711
0	OVA-C4-IPTM90-405	3	ai11_af3_bb4	AI11_AF3	1	1.2279002666473389	1.0756549835205078	1.2354412078857422	1.249319076538086	1.35118567943573	0.27553069591522217
0	OVA-C4-IPTM90-405	3	ai11_af3_bb4	AI11_AF3	2	1.2242424488067627	1.281489372253418	1.182827115058899	1.2026088237762451	1.2300442457199097	0.09866225719451904
0	OVA-C4-IPTM90-405	3	ai11_af3_bb4	AI11_AF3	3	1.2197442054748535	1.335102915763855	1.2721627950668335	1.1050266027450562	1.1666841506958008	0.23007631301879883
1	OVA-C4-IPTM90-151	3	ai11_af3_bb4	AI11_AF3	0	1.2027734518051147	1.2773981094360352	1.2886700630187988	1.1220545768737793	1.1229711771011353	0.16661548614501953
1	OVA-C4-IPTM90-151	3	ai11_af3_bb4	AI11_AF3	1	1.1984742879867554	1.037959098815918	1.2142736911773682	1.2152493000030518	1.326414942741394	0.2884558439254761
1	OVA-C4-IPTM90-151	3	ai11_af3_bb4	AI11_AF3	2	1.1864088773727417	1.2528364658355713	1.1718016862869263	1.1297484636306763	1.191248893737793	0.12308800220489502
1	OVA-C4-IPTM90-151	3	ai11_af3_bb4	AI11_AF3	3	1.199925184249878	1.3162413835525513	1.2641116380691528	1.0746979713439941	1.1446493864059448	0.24154341220855713
2	OVA-C4-IPTM90-021	3	ai11_af3_bb4	AI11_AF3	0	1.2149913311004639	1.274931788444519	1.288766622543335	1.1438111066818237	1.1524555683135986	0.14495551586151123
2	OVA-C4-IPTM90-021	3	ai11_af3_bb4	AI11_AF3	1	1.208677053451538	1.0480536222457886	1.2268805503845215	1.23506498336792	1.3247089385986328	0.27665531635284424
