candidate	source_model	replicate	seed	atomic_clash_count_2p4	severe_ca_overlap_count_2p5	effective_edges	effective_edge_count	min_chain_degree	valid_c4_network	contact_counts_json	max_chain_ca_rmsd_to_input	weakest_sc	weakest_hbonds	worst_dG_dSASA_x100	worst_unsat_per_1000A2	pair_metrics_json
ova_body_c4_multihit11_ms	AF3	1	7001	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 38, ""A-C"": 68, ""A-D"": 22, ""B-C"": 22, ""B-D"": 68, ""C-D"": 33}"	0.219482922035122	0.679983913898468	0.0	-1.778945803642273	9.219074900415865	"{""A-B"": {""dG_dSASA_ratio"": -2.9893546104431152, ""dG_separated"": -37.17315673828125, ""dSASA_int"": 1243.517822265625, ""delta_unsatHbonds"": 9.0, ""hbonds_int"": 0.0, ""nres_int"": 41.0, ""packstat"": 0.5663228631019592, ""sc_value"": 0.7179176807403564}, ""A-C"": {""dG_dSASA_ratio"": -2.9703760147094727, ""dG_separated"": -53.4376220703125, ""dSASA_int"": 1799.018798828125, ""delta_unsatHbonds"": 14.0, ""hbonds_int"": 7.0, ""nres_int"": 69.0, ""packstat"": 0.6210874319076538, ""sc_value"": 0.7029353380203247}, ""A-D"": {""dG_dSASA_ratio"": -2.453486204147339, ""dG_separated"": -19.102590560913086, ""dSASA_int"": 778.5897216796875, ""delta_unsatHbonds"": 0.0, ""hbonds_int"": 2.0, ""nres_int"": 47.0, ""packstat"": 0.5650140047073364, ""sc_value"": 0.7481345534324646}, ""B-D"": {""dG_dSASA_ratio"": -2.8847312927246094, ""dG_separated"": -53.19452667236328, ""dSASA_int"": 1844.0028076171875, ""delta_unsatHbonds"": 17.0, ""hbonds_int"": 8.0, ""nres_int"": 70.0, ""packstat"": 0.6336250901222229, ""sc_value"": 0.6948850750923157}, ""C-D"": {""dG_dSASA_ratio"": -1.778945803642273, ""dG_separated"": -21.393115997314453, ""dSASA_int"": 1202.5726318359375, ""delta_unsatHbonds"": 4.0, ""hbonds_int"": 0.0, ""nres_int"": 39.0, ""packstat"": 0.5817657709121704, ""sc_value"": 0.679983913898468}}"
ova_body_c4_multihit11_ms	AF3	2	7002	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 35, ""A-C"": 67, ""A-D"": 22, ""B-C"": 22, ""B-D"": 64, ""C-D"": 35}"	0.2201600597669648	0.671995997428894	0.0	-1.9920575618743896	8.933204138831337	"{""A-B"": {""dG_dSASA_ratio"": -3.4626495838165283, ""dG_separated"": -41.02604293823242, ""dSASA_int"": 1184.81640625, ""delta_unsatHbonds"": 7.0, ""hbonds_int"": 0.0, ""nres_int"": 41.0, ""packstat"": 0.46856942772865295, ""sc_value"": 0.76475989818573}, ""A-C"": {""dG_dSASA_ratio"": -2.9385335445404053, ""dG_separated"": -53.218379974365234, ""dSASA_int"": 1811.0523681640625, ""delta_unsatHbonds"": 16.0, ""hbonds_int"": 8.0, ""nres_int"": 69.0, ""packstat"": 0.6153050065040588, ""sc_value"": 0.6801891326904297}, ""A-D"": {""dG_dSASA_ratio"": -1.9920575618743896, ""dG_separated"": -16.670513153076172, ""dSASA_int"": 836.8489379882812, ""delta_unsatHbonds"": 2.0, ""hbonds_int"": 2.0, ""nres_int"": 44.0, ""packstat"": 0.5989755392074585, ""sc_value"": 0.671995997428894}, ""B-D"": {""dG_dSASA_ratio"": -2.9657301902770996, ""dG_separated"": -53.118324279785156, ""dSASA_int"": 1791.0706787109375, ""delta_unsatHbonds"": 16.0, ""hbonds_int"": 8.0, ""nres_int"": 67.0, ""packstat"": 0.6345695853233337, ""sc_value"": 0.6891423463821411}, ""C-D"": {""dG_dSASA_ratio"": -2.280758857727051, ""dG_separated"": -27.185443878173828, ""dSASA_int"": 1191.947265625, ""delta_unsatHbonds"": 3.0, ""hbonds_int"": 0.0, ""nres_int"": 39.0, ""packstat"": 0.5921371579170227, ""sc_value"": 0.7135001420974731}}"
ova_body_c4_multihit11_ms	AF3	3	7003	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 32, ""A-C"": 67, ""A-D"": 22, ""B-C"": 22, ""B-D"": 68, ""C-D"": 36}"	0.21638146282841494	0.6318779587745667	0.0	-1.682525396347046	10.234683351332754	"{""A-B"": {""dG_dSASA_ratio"": -1.682525396347046, ""dG_separated"": -19.973276138305664, ""dSASA_int"": 1187.1009521484375, ""delta_unsatHbonds"": 10.0, ""hbonds_int"": 0.0, ""nres_int"": 38.0, ""packstat"": 0.5797950029373169, ""sc_value"": 0.6318779587745667}, ""A-C"": {""dG_dSASA_ratio"": -2.8941357135772705, ""dG_separated"": -53.72767639160156, ""dSASA_int"": 1856.4326171875, ""delta_unsatHbonds"": 19.0, ""hbonds_int"": 8.0, ""nres_int"": 70.0, ""packstat"": 0.5515261292457581, ""sc_value"": 0.6870948076248169}, ""A-D"": {""dG_dSASA_ratio"": -2.578979253768921, ""dG_separated"": -22.276309967041016, ""dSASA_int"": 863.7645874023438, ""delta_unsatHbonds"": 0.0, ""hbonds_int"": 2.0, ""nres_int"": 48.0, ""packstat"": 0.5526227355003357, ""sc_value"": 0.7334036827087402}, ""B-D"": {""dG_dSASA_ratio"": -2.9490461349487305, ""dG_separated"": -53.47776412963867, ""dSASA_int"": 1813.3919677734375, ""delta_unsatHbonds"": 15.0, ""hbonds_int"": 8.0, ""nres_int"": 69.0, ""packstat"": 0.5684121251106262, ""sc_value"": 0.7004541158676147}, ""C-D"": {""dG_dSASA_ratio"": -2.9958014488220215, ""dG_separated"": -35.9920654296875, ""dSASA_int"": 1201.4168701171875, ""delta_unsatHbonds"": 10.0, ""hbonds_int"": 0.0, ""nres_int"": 42.0, ""packstat"": 0.590311586856842, ""sc_value"": 0.699812650680542}}"
ova_body_c4_multihit11_ms	AF3	4	7004	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 31, ""A-C"": 67, ""A-D"": 22, ""B-C"": 22, ""B-D"": 69, ""C-D"": 36}"	0.2173906262104927	0.6746557950973511	0.0	-1.7203941345214844	9.370980724434194	"{""A-B"": {""dG_dSASA_ratio"": -1.7203941345214844, ""dG_separated"": -18.940637588500977, ""dSASA_int"": 1100.9476318359375, ""delta_unsatHbonds"": 5.0, ""hbonds_int"": 0.0, ""nres_int"": 38.0, ""packstat"": 0.571510910987854, ""sc_value"": 0.6842730045318604}, ""A-C"": {""dG_dSASA_ratio"": -2.9555299282073975, ""dG_separated"": -53.61659622192383, ""dSASA_int"": 1814.111083984375, ""delta_unsatHbonds"": 17.0, ""hbonds_int"": 7.0, ""nres_int"": 68.0, ""packstat"": 0.563584566116333, ""sc_value"": 0.6941009163856506}, ""A-D"": {""dG_dSASA_ratio"": -2.447539806365967, ""dG_separated"": -20.84645652770996, ""dSASA_int"": 851.7310791015625, ""delta_unsatHbonds"": 0.0, ""hbonds_int"": 2.0, ""nres_int"": 48.0, ""packstat"": 0.6114525198936462, ""sc_value"": 0.7353589534759521}, ""B-D"": {""dG_dSASA_ratio"": -2.8864269256591797, ""dG_separated"": -53.10300064086914, ""dSASA_int"": 1839.7486572265625, ""delta_unsatHbonds"": 16.0, ""hbonds_int"": 8.0, ""nres_int"": 68.0, ""packstat"": 0.6259674429893494, ""sc_value"": 0.6746557950973511}, ""C-D"": {""dG_dSASA_ratio"": -3.62907338142395, ""dG_separated"": -40.07293701171875, ""dSASA_int"": 1104.219482421875, ""delta_unsatHbonds"": 6.0, ""hbonds_int"": 0.0, ""nres_int"": 40.0, ""packstat"": 0.5071315169334412, ""sc_value"": 0.7837693691253662}}"
ova_body_c4_multihit11_ms	AF3	5	7005	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 33, ""A-C"": 68, ""A-D"": 22, ""B-C"": 22, ""B-D"": 67, ""C-D"": 32}"	0.2087088862882512	0.6819117069244385	0.0	-2.195173740386963	9.395563378595043	"{""A-B"": {""dG_dSASA_ratio"": -2.195173740386963, ""dG_separated"": -27.391510009765625, ""dSASA_int"": 1247.8060302734375, ""delta_unsatHbonds"": 8.0, ""hbonds_int"": 0.0, ""nres_int"": 39.0, ""packstat"": 0.6402047276496887, ""sc_value"": 0.7303960919380188}, ""A-C"": {""dG_dSASA_ratio"": -2.8531816005706787, ""dG_separated"": -51.62445831298828, ""dSASA_int"": 1809.3646240234375, ""delta_unsatHbonds"": 17.0, ""hbonds_int"": 7.0, ""nres_int"": 66.0, ""packstat"": 0.585515022277832, ""sc_value"": 0.6820340156555176}, ""A-D"": {""dG_dSASA_ratio"": -2.3968889713287354, ""dG_separated"": -20.304218292236328, ""dSASA_int"": 847.107177734375, ""delta_unsatHbonds"": 0.0, ""hbonds_int"": 2.0, ""nres_int"": 48.0, ""packstat"": 0.635699450969696, ""sc_value"": 0.7422941327095032}, ""B-D"": {""dG_dSASA_ratio"": -2.883871555328369, ""dG_separated"": -52.44809341430664, ""dSASA_int"": 1818.6695556640625, ""delta_unsatHbonds"": 17.0, ""hbonds_int"": 8.0, ""nres_int"": 67.0, ""packstat"": 0.5878681540489197, ""sc_value"": 0.6819117069244385}, ""C-D"": {""dG_dSASA_ratio"": -2.886910915374756, ""dG_separated"": -32.56633758544922, ""dSASA_int"": 1128.068603515625, ""delta_unsatHbonds"": 3.0, ""hbonds_int"": 0.0, ""nres_int"": 40.0, ""packstat"": 0.6288505792617798, ""sc_value"": 0.7477119565010071}}"
ova_body_c4_multihit11_ms	AF3	6	7006	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 34, ""A-C"": 65, ""A-D"": 23, ""B-C"": 23, ""B-D"": 65, ""C-D"": 33}"	0.2469514025293621	0.6133452653884888	0.0	-2.108349323272705	9.257379533549427	"{""A-B"": {""dG_dSASA_ratio"": -3.232304573059082, ""dG_separated"": -38.03580856323242, ""dSASA_int"": 1176.7396240234375, ""delta_unsatHbonds"": 1.0, ""hbonds_int"": 0.0, ""nres_int"": 39.0, ""packstat"": 0.610522449016571, ""sc_value"": 0.6133452653884888}, ""A-C"": {""dG_dSASA_ratio"": -2.9158644676208496, ""dG_separated"": -53.546138763427734, ""dSASA_int"": 1836.372802734375, ""delta_unsatHbonds"": 17.0, ""hbonds_int"": 8.0, ""nres_int"": 68.0, ""packstat"": 0.583221435546875, ""sc_value"": 0.698203444480896}, ""A-D"": {""dG_dSASA_ratio"": -2.108349323272705, ""dG_separated"": -18.009519577026367, ""dSASA_int"": 854.199951171875, ""delta_unsatHbonds"": 2.0, ""hbonds_int"": 2.0, ""nres_int"": 43.0, ""packstat"": 0.5746476650238037, ""sc_value"": 0.657467782497406}, ""B-D"": {""dG_dSASA_ratio"": -2.8925726413726807, ""dG_separated"": -52.11553192138672, ""dSASA_int"": 1801.7017822265625, ""delta_unsatHbonds"": 15.0, ""hbonds_int"": 7.0, ""nres_int"": 67.0, ""packstat"": 0.6340135931968689, ""sc_value"": 0.6949255466461182}, ""C-D"": {""dG_dSASA_ratio"": -2.287825107574463, ""dG_separated"": -27.387920379638672, ""dSASA_int"": 1197.115966796875, ""delta_unsatHbonds"": 3.0, ""hbonds_int"": 0.0, ""nres_int"": 38.0, ""packstat"": 0.5223023295402527, ""sc_value"": 0.7091634273529053}}"
ova_body_c4_multihit11_ms	AF3	7	7007	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 37, ""A-C"": 67, ""A-D"": 23, ""B-C"": 22, ""B-D"": 65, ""C-D"": 34}"	0.21446419079477838	0.68424391746521	0.0	-2.393975019454956	10.573014480902472	"{""A-B"": {""dG_dSASA_ratio"": -3.064000129699707, ""dG_separated"": -36.797672271728516, ""dSASA_int"": 1200.9683837890625, ""delta_unsatHbonds"": 7.0, ""hbonds_int"": 0.0, ""nres_int"": 42.0, ""packstat"": 0.5281245708465576, ""sc_value"": 0.7226518392562866}, ""A-C"": {""dG_dSASA_ratio"": -2.985020637512207, ""dG_separated"": -53.64165115356445, ""dSASA_int"": 1797.0277099609375, ""delta_unsatHbonds"": 19.0, ""hbonds_int"": 8.0, ""nres_int"": 69.0, ""packstat"": 0.5884097814559937, ""sc_value"": 0.68424391746521}, ""A-D"": {""dG_dSASA_ratio"": -2.393975019454956, ""dG_separated"": -20.80026626586914, ""dSASA_int"": 868.8589477539062, ""delta_unsatHbonds"": 0.0, ""hbonds_int"": 2.0, ""nres_int"": 48.0, ""packstat"": 0.6442777514457703, ""sc_value"": 0.7387409210205078}, ""B-D"": {""dG_dSASA_ratio"": -3.059129476547241, ""dG_separated"": -54.77556610107422, ""dSASA_int"": 1790.560546875, ""delta_unsatHbonds"": 12.0, ""hbonds_int"": 7.0, ""nres_int"": 72.0, ""packstat"": 0.615943968296051, ""sc_value"": 0.7237703800201416}, ""C-D"": {""dG_dSASA_ratio"": -3.0710647106170654, ""dG_separated"": -35.16910934448242, ""dSASA_int"": 1145.1763916015625, ""delta_unsatHbonds"": 9.0, ""hbonds_int"": 0.0, ""nres_int"": 41.0, ""packstat"": 0.4878828227519989, ""sc_value"": 0.7025188207626343}}"
ova_body_c4_multihit11_ms	AF3	8	7008	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 38, ""A-C"": 65, ""A-D"": 21, ""B-C"": 22, ""B-D"": 67, ""C-D"": 35}"	0.2228829855559213	0.681016206741333	0.0	-2.1010634899139404	12.320437471783666	"{""A-B"": {""dG_dSASA_ratio"": -2.958435535430908, ""dG_separated"": -36.60441970825195, ""dSASA_int"": 1237.2896728515625, ""delta_unsatHbonds"": 9.0, ""hbonds_int"": 0.0, ""nres_int"": 42.0, ""packstat"": 0.4561235010623932, ""sc_value"": 0.7264682650566101}, ""A-C"": {""dG_dSASA_ratio"": -2.9254884719848633, ""dG_separated"": -52.239013671875, ""dSASA_int"": 1785.65087890625, ""delta_unsatHbonds"": 22.0, ""hbonds_int"": 5.0, ""nres_int"": 69.0, ""packstat"": 0.6109245419502258, ""sc_value"": 0.681016206741333}, ""A-D"": {""dG_dSASA_ratio"": -2.1010634899139404, ""dG_separated"": -16.417661666870117, ""dSASA_int"": 781.3977661132812, ""delta_unsatHbonds"": 0.0, ""hbonds_int"": 2.0, ""nres_int"": 45.0, ""packstat"": 0.5364856123924255, ""sc_value"": 0.7142949104309082}, ""B-D"": {""dG_dSASA_ratio"": -2.96948504447937, ""dG_separated"": -53.79112243652344, ""dSASA_int"": 1811.462890625, ""delta_unsatHbonds"": 16.0, ""hbonds_int"": 8.0, ""nres_int"": 69.0, ""packstat"": 0.5835453867912292, ""sc_value"": 0.6919628381729126}, ""C-D"": {""dG_dSASA_ratio"": -3.513956069946289, ""dG_separated"": -40.199005126953125, ""dSASA_int"": 1143.9815673828125, ""delta_unsatHbonds"": 6.0, ""hbonds_int"": 0.0, ""nres_int"": 41.0, ""packstat"": 0.5087648034095764, ""sc_value"": 0.7760924100875854}}"
ova_body_c4_multihit11_ms	AF3	9	7009	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 39, ""A-C"": 67, ""A-D"": 22, ""B-C"": 22, ""B-D"": 64, ""C-D"": 34}"	0.22385325889429752	0.6822210550308228	0.0	-2.3868701457977295	11.7166445249655	"{""A-B"": {""dG_dSASA_ratio"": -2.8309578895568848, ""dG_separated"": -35.94245529174805, ""dSASA_int"": 1269.6217041015625, ""delta_unsatHbonds"": 7.0, ""hbonds_int"": 0.0, ""nres_int"": 42.0, ""packstat"": 0.5056861042976379, ""sc_value"": 0.7356308698654175}, ""A-C"": {""dG_dSASA_ratio"": -2.961028814315796, ""dG_separated"": -53.31477355957031, ""dSASA_int"": 1800.5489501953125, ""delta_unsatHbonds"": 20.0, ""hbonds_int"": 8.0, ""nres_int"": 70.0, ""packstat"": 0.5579556226730347, ""sc_value"": 0.7024401426315308}, ""A-D"": {""dG_dSASA_ratio"": -2.3868701457977295, ""dG_separated"": -20.63996124267578, ""dSASA_int"": 864.7290649414062, ""delta_unsatHbonds"": 0.0, ""hbonds_int"": 2.0, ""nres_int"": 48.0, ""packstat"": 0.6806187033653259, ""sc_value"": 0.7382857203483582}, ""B-D"": {""dG_dSASA_ratio"": -3.026686668395996, ""dG_separated"": -54.24797058105469, ""dSASA_int"": 1792.322021484375, ""delta_unsatHbonds"": 21.0, ""hbonds_int"": 8.0, ""nres_int"": 69.0, ""packstat"": 0.6220093965530396, ""sc_value"": 0.7051398754119873}, ""C-D"": {""dG_dSASA_ratio"": -2.4385876655578613, ""dG_separated"": -28.263872146606445, ""dSASA_int"": 1159.0263671875, ""delta_unsatHbonds"": 6.0, ""hbonds_int"": 0.0, ""nres_int"": 39.0, ""packstat"": 0.5050866007804871, ""sc_value"": 0.6822210550308228}}"
ova_body_c4_multihit11_ms	AF3	10	7010	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 37, ""A-C"": 65, ""A-D"": 22, ""B-C"": 23, ""B-D"": 64, ""C-D"": 31}"	0.23439235021695373	0.6394887566566467	0.0	-2.4164328575134277	9.258847426940743	"{""A-B"": {""dG_dSASA_ratio"": -3.083245038986206, ""dG_separated"": -38.32912826538086, ""dSASA_int"": 1243.1424560546875, ""delta_unsatHbonds"": 5.0, ""hbonds_int"": 0.0, ""nres_int"": 41.0, ""packstat"": 0.5144453048706055, ""sc_value"": 0.6978961229324341}, ""A-C"": {""dG_dSASA_ratio"": -2.864520788192749, ""dG_separated"": -54.861717224121094, ""dSASA_int"": 1915.2144775390625, ""delta_unsatHbonds"": 16.0, ""hbonds_int"": 8.0, ""nres_int"": 71.0, ""packstat"": 0.5662431716918945, ""sc_value"": 0.6967065334320068}, ""A-D"": {""dG_dSASA_ratio"": -2.4164328575134277, ""dG_separated"": -20.994522094726562, ""dSASA_int"": 868.8229370117188, ""delta_unsatHbonds"": 0.0, ""hbonds_int"": 2.0, ""nres_int"": 50.0, ""packstat"": 0.661502480506897, ""sc_value"": 0.7390134334564209}, ""B-D"": {""dG_dSASA_ratio"": -2.9410297870635986, ""dG_separated"": -53.99971008300781, ""dSASA_int"": 1836.0816650390625, ""delta_unsatHbonds"": 17.0, ""hbonds_int"": 5.0, ""nres_int"": 71.0, ""packstat"": 0.5914771556854248, ""sc_value"": 0.714023232460022}, ""C-D"": {""dG_dSASA_ratio"": -3.4903600215911865, ""dG_separated"": -38.5731086730957, ""dSASA_int"": 1105.1326904296875, ""delta_unsatHbonds"": 2.0, ""hbonds_int"": 0.0, ""nres_int"": 38.0, ""packstat"": 0.49769115447998047, ""sc_value"": 0.6394887566566467}}"
