candidate_index	source_name	task_index	context	family	order_index	design_nll	chain_a_nll	chain_b_nll	chain_c_nll	chain_d_nll	chain_spread
0	OVA-C4-IPTM90-405	4	ova073_rosetta_bb1	OVA073_ROSETTA	0	1.1824679374694824	1.2116347551345825	1.3201898336410522	1.0294528007507324	1.168594479560852	0.2907370328903198
0	OVA-C4-IPTM90-405	4	ova073_rosetta_bb1	OVA073_ROSETTA	1	1.1685552597045898	1.0064698457717896	1.263603687286377	1.1718504428863525	1.2322965860366821	0.2571338415145874
0	OVA-C4-IPTM90-405	4	ova073_rosetta_bb1	OVA073_ROSETTA	2	1.1568888425827026	1.0081263780593872	1.166109323501587	1.1903629302978516	1.2629563808441162	0.254830002784729
0	OVA-C4-IPTM90-405	4	ova073_rosetta_bb1	OVA073_ROSETTA	3	1.184347152709961	1.1257379055023193	1.1784591674804688	1.2962749004364014	1.1369171142578125	0.17053699493408203
1	OVA-C4-IPTM90-151	4	ova073_rosetta_bb1	OVA073_ROSETTA	0	1.1529662609100342	1.1912031173706055	1.220973253250122	1.0274296998977661	1.172258973121643	0.19354355335235596
1	OVA-C4-IPTM90-151	4	ova073_rosetta_bb1	OVA073_ROSETTA	1	1.152042269706726	1.0365853309631348	1.2107062339782715	1.1661157608032227	1.1947617530822754	0.17412090301513672
1	OVA-C4-IPTM90-151	4	ova073_rosetta_bb1	OVA073_ROSETTA	2	1.1397316455841064	1.032117247581482	1.0984925031661987	1.153724193572998	1.2745925188064575	0.24247527122497559
1	OVA-C4-IPTM90-151	4	ova073_rosetta_bb1	OVA073_ROSETTA	3	1.1351211071014404	1.1545054912567139	1.1103992462158203	1.1772809028625488	1.0982985496520996	0.07898235321044922
2	OVA-C4-IPTM90-021	4	ova073_rosetta_bb1	OVA073_ROSETTA	0	1.1557910442352295	1.199612021446228	1.2058964967727661	1.043614149093628	1.1740412712097168	0.16228234767913818
2	OVA-C4-IPTM90-021	4	ova073_rosetta_bb1	OVA073_ROSETTA	1	1.1495959758758545	1.0196119546890259	1.2062968015670776	1.1562058925628662	1.21626877784729	0.19665682315826416
2	OVA-C4-IPTM90-021	4	ova073_rosetta_bb1	OVA073_ROSETTA	2	1.1492235660552979	1.0187427997589111	1.152694582939148	1.165602207183838	1.2598545551300049	0.24111175537109375
2	OVA-C4-IPTM90-021	4	ova073_rosetta_bb1	OVA073_ROSETTA	3	1.1527670621871948	1.1508359909057617	1.12962806224823	1.2120716571807861	1.1185327768325806	0.09353888034820557
3	OVA-C4-IPTM90-415	4	ova073_rosetta_bb1	OVA073_ROSETTA	0	1.1729573011398315	1.2284454107284546	1.2732847929000854	1.0104856491088867	1.1796133518218994	0.26279914379119873
3	OVA-C4-IPTM90-415	4	ova073_rosetta_bb1	OVA073_ROSETTA	1	1.18300461769104	1.020452857017517	1.2758517265319824	1.1747841835021973	1.2609294652938843	0.25539886951446533
3	OVA-C4-IPTM90-415	4	ova073_rosetta_bb1	OVA073_ROSETTA	2	1.1573185920715332	0.97887122631073	1.1544849872589111	1.1994448900222778	1.2964730262756348	0.3176017999649048
3	OVA-C4-IPTM90-415	4	ova073_rosetta_bb1	OVA073_ROSETTA	3	1.1619634628295898	1.159138560295105	1.1525893211364746	1.1951402425765991	1.1409857273101807	0.05415451526641846
4	OVA-C4-IPTM90-466	4	ova073_rosetta_bb1	OVA073_ROSETTA	0	1.1817502975463867	1.201639175415039	1.2976629734039307	1.048628568649292	1.1790704727172852	0.24903440475463867
4	OVA-C4-IPTM90-466	4	ova073_rosetta_bb1	OVA073_ROSETTA	1	1.1504673957824707	1.0453561544418335	1.2187973260879517	1.1730432510375977	1.164672613143921	0.17344117164611816
4	OVA-C4-IPTM90-466	4	ova073_rosetta_bb1	OVA073_ROSETTA	2	1.149514079093933	1.036901831626892	1.1595823764801025	1.1789000034332275	1.2226718664169312	0.18577003479003906
4	OVA-C4-IPTM90-466	4	ova073_rosetta_bb1	OVA073_ROSETTA	3	1.1711602210998535	1.15202796459198	1.1202785968780518	1.3047670125961304	1.1075669527053833	0.19720005989074707
5	OVA-C4-IPTM90-262	4	ova073_rosetta_bb1	OVA073_ROSETTA	0	1.172381043434143	1.222092628479004	1.2108618021011353	1.0739704370498657	1.1825993061065674	0.14812219142913818
5	OVA-C4-IPTM90-262	4	ova073_rosetta_bb1	OVA073_ROSETTA	1	1.1640487909317017	1.0601320266723633	1.2209413051605225	1.1674433946609497	1.2076785564422607	0.16080927848815918
5	OVA-C4-IPTM90-262	4	ova073_rosetta_bb1	OVA073_ROSETTA	2	1.1608351469039917	1.0396116971969604	1.15986967086792	1.1777634620666504	1.2660958766937256	0.22648417949676514
5	OVA-C4-IPTM90-262	4	ova073_rosetta_bb1	OVA073_ROSETTA	3	1.1615557670593262	1.1728496551513672	1.1389881372451782	1.2316207885742188	1.1027644872665405	0.12885630130767822
6	OVA-C4-IPTM90-331	4	ova073_rosetta_bb1	OVA073_ROSETTA	0	1.15567946434021	1.2073057889938354	1.2175792455673218	1.0023843050003052	1.195448637008667	0.2151949405670166
6	OVA-C4-IPTM90-331	4	ova073_rosetta_bb1	OVA073_ROSETTA	1	1.165582299232483	1.0357961654663086	1.2276819944381714	1.1653163433074951	1.233534812927246	0.1977386474609375
6	OVA-C4-IPTM90-331	4	ova073_rosetta_bb1	OVA073_ROSETTA	2	1.1402360200881958	0.9938175678253174	1.1006665229797363	1.1881617307662964	1.2782979011535645	0.28448033332824707
6	OVA-C4-IPTM90-331	4	ova073_rosetta_bb1	OVA073_ROSETTA	3	1.1401997804641724	1.1587018966674805	1.0939208269119263	1.1761131286621094	1.1320631504058838	0.0821923017501831
7	OVA-C4-IPTM90-124	4	ova073_rosetta_bb1	OVA073_ROSETTA	0	1.162506103515625	1.2196587324142456	1.2167484760284424	1.0231114625930786	1.1905056238174438	0.196547269821167
7	OVA-C4-IPTM90-124	4	ova073_rosetta_bb1	OVA073_ROSETTA	1	1.1668260097503662	1.0582191944122314	1.232852816581726	1.1668367385864258	1.209395408630371	0.17463362216949463
7	OVA-C4-IPTM90-124	4	ova073_rosetta_bb1	OVA073_ROSETTA	2	1.1413893699645996	1.007057785987854	1.1053494215011597	1.181923270225525	1.2712267637252808	0.26416897773742676
7	OVA-C4-IPTM90-124	4	ova073_rosetta_bb1	OVA073_ROSETTA	3	1.1380647420883179	1.1703544855117798	1.0941733121871948	1.1802656650543213	1.1074661016464233	0.08609235286712646
8	OVA-C4-IPTM90-170	4	ova073_rosetta_bb1	OVA073_ROSETTA	0	1.1792242527008057	1.2211376428604126	1.289070963859558	0.9898902177810669	1.2167985439300537	0.2991807460784912
8	OVA-C4-IPTM90-170	4	ova073_rosetta_bb1	OVA073_ROSETTA	1	1.1779049634933472	1.0459970235824585	1.2420340776443481	1.1931257247924805	1.230462908744812	0.19603705406188965
8	OVA-C4-IPTM90-170	4	ova073_rosetta_bb1	OVA073_ROSETTA	2	1.1444659233093262	1.0084710121154785	1.0882291793823242	1.2049747705459595	1.276188850402832	0.2677178382873535
8	OVA-C4-IPTM90-170	4	ova073_rosetta_bb1	OVA073_ROSETTA	3	1.163832426071167	1.143629789352417	1.103458285331726	1.255003571510315	1.153238296508789	0.15154528617858887
9	OVA-C4-IPTM90-433	4	ova073_rosetta_bb1	OVA073_ROSETTA	0	1.164146900177002	1.255021333694458	1.1981867551803589	1.0330095291137695	1.170370101928711	0.22201180458068848
9	OVA-C4-IPTM90-433	4	ova073_rosetta_bb1	OVA073_ROSETTA	1	1.1670401096343994	1.0696269273757935	1.2653298377990723	1.1476151943206787	1.1855884790420532	0.1957029104232788
9	OVA-C4-IPTM90-433	4	ova073_rosetta_bb1	OVA073_ROSETTA	2	1.1387064456939697	1.0018250942230225	1.0864797830581665	1.1845426559448242	1.2819783687591553	0.2801532745361328
