system	model	n_chains	iptm	ptm	min_ova_plddt	min_module_plddt	min_binder_plddt	ranking_score	has_clash	contact_edges	largest_component	full_connected	module_full_connected	total_contacts	ova_contacts	module_contacts	min_incident_iptm	contact_pair_iptm_median	contact_pair_pae_median	contacts_json	interface_residues_json	summary_path	cif_path
ova_body_c4_03_n1	seed-1_sample-0	1	0.0	0.92	90.78681349877867	nan	nan	0.92	0.0	0	1	0	0	0	0	0	0.0	nan	nan	{}	[]	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-1_sample-0/ova_body_c4_03_n1_seed-1_sample-0_summary_confidences.json	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-1_sample-0/ova_body_c4_03_n1_seed-1_sample-0_model.cif
ova_body_c4_03_n1	seed-1_sample-1	1	0.0	0.92	90.38256460397355	nan	nan	0.92	0.0	0	1	0	0	0	0	0	0.0	nan	nan	{}	[]	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-1_sample-1/ova_body_c4_03_n1_seed-1_sample-1_summary_confidences.json	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-1_sample-1/ova_body_c4_03_n1_seed-1_sample-1_model.cif
ova_body_c4_03_n1	seed-1_sample-2	1	0.0	0.92	90.5203626563512	nan	nan	0.92	0.0	0	1	0	0	0	0	0	0.0	nan	nan	{}	[]	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-1_sample-2/ova_body_c4_03_n1_seed-1_sample-2_summary_confidences.json	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-1_sample-2/ova_body_c4_03_n1_seed-1_sample-2_model.cif
ova_body_c4_03_n1	seed-1_sample-3	1	0.0	0.92	90.45002602295554	nan	nan	0.92	0.0	0	1	0	0	0	0	0	0.0	nan	nan	{}	[]	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-1_sample-3/ova_body_c4_03_n1_seed-1_sample-3_summary_confidences.json	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-1_sample-3/ova_body_c4_03_n1_seed-1_sample-3_model.cif
ova_body_c4_03_n1	seed-1_sample-4	1	0.0	0.92	90.33878259214094	nan	nan	0.92	0.0	0	1	0	0	0	0	0	0.0	nan	nan	{}	[]	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-1_sample-4/ova_body_c4_03_n1_seed-1_sample-4_summary_confidences.json	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-1_sample-4/ova_body_c4_03_n1_seed-1_sample-4_model.cif
ova_body_c4_03_n1	seed-2_sample-0	1	0.0	0.92	91.12870474306413	nan	nan	0.92	0.0	0	1	0	0	0	0	0	0.0	nan	nan	{}	[]	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-2_sample-0/ova_body_c4_03_n1_seed-2_sample-0_summary_confidences.json	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-2_sample-0/ova_body_c4_03_n1_seed-2_sample-0_model.cif
ova_body_c4_03_n1	seed-2_sample-1	1	0.0	0.92	91.56440406759786	nan	nan	0.92	0.0	0	1	0	0	0	0	0	0.0	nan	nan	{}	[]	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-2_sample-1/ova_body_c4_03_n1_seed-2_sample-1_summary_confidences.json	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-2_sample-1/ova_body_c4_03_n1_seed-2_sample-1_model.cif
ova_body_c4_03_n1	seed-2_sample-2	1	0.0	0.92	91.22875645494214	nan	nan	0.92	0.0	0	1	0	0	0	0	0	0.0	nan	nan	{}	[]	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-2_sample-2/ova_body_c4_03_n1_seed-2_sample-2_summary_confidences.json	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-2_sample-2/ova_body_c4_03_n1_seed-2_sample-2_model.cif
ova_body_c4_03_n1	seed-2_sample-3	1	0.0	0.92	91.24906739546228	nan	nan	0.92	0.0	0	1	0	0	0	0	0	0.0	nan	nan	{}	[]	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-2_sample-3/ova_body_c4_03_n1_seed-2_sample-3_summary_confidences.json	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-2_sample-3/ova_body_c4_03_n1_seed-2_sample-3_model.cif
ova_body_c4_03_n1	seed-2_sample-4	1	0.0	0.92	91.23663201603864	nan	nan	0.92	0.0	0	1	0	0	0	0	0	0.0	nan	nan	{}	[]	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-2_sample-4/ova_body_c4_03_n1_seed-2_sample-4_summary_confidences.json	experiments/e41_ss3_ai03_stoichiometry/out_s0/ova_body_c4_03_n1/seed-2_sample-4/ova_body_c4_03_n1_seed-2_sample-4_model.cif
