candidate_index	source_name	task_index	context	family	order_index	design_nll	chain_a_nll	chain_b_nll	chain_c_nll	chain_d_nll	chain_spread
0	OVA-C4-IPTM90-405	2	ai11_af3_bb3	AI11_AF3	0	1.2854012250900269	1.2357920408248901	1.2510827779769897	1.2328013181686401	1.4219284057617188	0.1891270875930786
0	OVA-C4-IPTM90-405	2	ai11_af3_bb3	AI11_AF3	1	1.28926682472229	1.3142496347427368	1.262986183166504	1.2933554649353027	1.2864758968353271	0.05126345157623291
0	OVA-C4-IPTM90-405	2	ai11_af3_bb3	AI11_AF3	2	1.298027515411377	1.2838958501815796	1.2223314046859741	1.3131159543991089	1.3727675676345825	0.1504361629486084
0	OVA-C4-IPTM90-405	2	ai11_af3_bb3	AI11_AF3	3	1.3021820783615112	1.2191084623336792	1.479803442955017	1.2083005905151367	1.3015155792236328	0.27150285243988037
1	OVA-C4-IPTM90-151	2	ai11_af3_bb3	AI11_AF3	0	1.2201619148254395	1.1384567022323608	1.175583839416504	1.25107741355896	1.3155298233032227	0.17707312107086182
1	OVA-C4-IPTM90-151	2	ai11_af3_bb3	AI11_AF3	1	1.2255793809890747	1.2470035552978516	1.212466835975647	1.2199616432189941	1.2228854894638062	0.03453671932220459
1	OVA-C4-IPTM90-151	2	ai11_af3_bb3	AI11_AF3	2	1.2398208379745483	1.2597776651382446	1.1459262371063232	1.2720930576324463	1.2814867496490479	0.1355605125427246
1	OVA-C4-IPTM90-151	2	ai11_af3_bb3	AI11_AF3	3	1.245865821838379	1.065719485282898	1.4796245098114014	1.2242244482040405	1.2138950824737549	0.4139050245285034
2	OVA-C4-IPTM90-021	2	ai11_af3_bb3	AI11_AF3	0	1.216875672340393	1.1434539556503296	1.1861311197280884	1.2349532842636108	1.3029643297195435	0.15951037406921387
2	OVA-C4-IPTM90-021	2	ai11_af3_bb3	AI11_AF3	1	1.227885365486145	1.230351448059082	1.2343385219573975	1.2330447435379028	1.2138066291809082	0.020531892776489258
2	OVA-C4-IPTM90-021	2	ai11_af3_bb3	AI11_AF3	2	1.2416234016418457	1.2358590364456177	1.141379952430725	1.2874433994293213	1.3018110990524292	0.1604311466217041
2	OVA-C4-IPTM90-021	2	ai11_af3_bb3	AI11_AF3	3	1.246363878250122	1.083662509918213	1.4810314178466797	1.203855276107788	1.2169057130813599	0.3973689079284668
3	OVA-C4-IPTM90-415	2	ai11_af3_bb3	AI11_AF3	0	1.2894256114959717	1.2670210599899292	1.2094717025756836	1.2565579414367676	1.4246517419815063	0.21518003940582275
3	OVA-C4-IPTM90-415	2	ai11_af3_bb3	AI11_AF3	1	1.2950851917266846	1.3487471342086792	1.258129358291626	1.2755861282348633	1.297878384590149	0.09061777591705322
3	OVA-C4-IPTM90-415	2	ai11_af3_bb3	AI11_AF3	2	1.2959188222885132	1.3402299880981445	1.229353427886963	1.2779923677444458	1.3361001014709473	0.11087656021118164
3	OVA-C4-IPTM90-415	2	ai11_af3_bb3	AI11_AF3	3	1.3153411149978638	1.2016884088516235	1.5097805261611938	1.236530065536499	1.31336510181427	0.3080921173095703
4	OVA-C4-IPTM90-466	2	ai11_af3_bb3	AI11_AF3	0	1.261521577835083	1.1440839767456055	1.309556007385254	1.2509081363677979	1.3415383100509644	0.1974543333053589
4	OVA-C4-IPTM90-466	2	ai11_af3_bb3	AI11_AF3	1	1.2488394975662231	1.2275075912475586	1.2911940813064575	1.228812336921692	1.2478440999984741	0.06368649005889893
4	OVA-C4-IPTM90-466	2	ai11_af3_bb3	AI11_AF3	2	1.2678011655807495	1.2505886554718018	1.1725223064422607	1.3283462524414062	1.319747805595398	0.1558239459991455
4	OVA-C4-IPTM90-466	2	ai11_af3_bb3	AI11_AF3	3	1.2706612348556519	1.1143128871917725	1.484159231185913	1.2033823728561401	1.280790090560913	0.3698463439941406
5	OVA-C4-IPTM90-262	2	ai11_af3_bb3	AI11_AF3	0	1.2663968801498413	1.1850855350494385	1.2532236576080322	1.2961652278900146	1.3311136960983276	0.14602816104888916
5	OVA-C4-IPTM90-262	2	ai11_af3_bb3	AI11_AF3	1	1.2632488012313843	1.264055609703064	1.2834941148757935	1.2598376274108887	1.2456079721450806	0.03788614273071289
5	OVA-C4-IPTM90-262	2	ai11_af3_bb3	AI11_AF3	2	1.284397006034851	1.2928190231323242	1.1698999404907227	1.3181859254837036	1.3566837310791016	0.1867837905883789
5	OVA-C4-IPTM90-262	2	ai11_af3_bb3	AI11_AF3	3	1.2869234085083008	1.1082757711410522	1.5223678350448608	1.2400697469711304	1.2769807577133179	0.4140920639038086
6	OVA-C4-IPTM90-331	2	ai11_af3_bb3	AI11_AF3	0	1.2217713594436646	1.1461818218231201	1.1924225091934204	1.239471197128296	1.3090097904205322	0.1628279685974121
6	OVA-C4-IPTM90-331	2	ai11_af3_bb3	AI11_AF3	1	1.218595266342163	1.2411752939224243	1.2361078262329102	1.1901134252548218	1.2069844007492065	0.05106186866760254
6	OVA-C4-IPTM90-331	2	ai11_af3_bb3	AI11_AF3	2	1.2182916402816772	1.2418270111083984	1.1357001066207886	1.2555230855941772	1.240115761756897	0.11982297897338867
6	OVA-C4-IPTM90-331	2	ai11_af3_bb3	AI11_AF3	3	1.2426728010177612	1.0519722700119019	1.4849005937576294	1.2111624479293823	1.2226555347442627	0.43292832374572754
7	OVA-C4-IPTM90-124	2	ai11_af3_bb3	AI11_AF3	0	1.249605655670166	1.1751891374588013	1.2303416728973389	1.2744652032852173	1.3184266090393066	0.14323747158050537
7	OVA-C4-IPTM90-124	2	ai11_af3_bb3	AI11_AF3	1	1.2419819831848145	1.2564700841903687	1.2657129764556885	1.209923505783081	1.2358216047286987	0.05578947067260742
7	OVA-C4-IPTM90-124	2	ai11_af3_bb3	AI11_AF3	2	1.2496076822280884	1.2867560386657715	1.1564668416976929	1.273097038269043	1.2821109294891357	0.1302891969680786
7	OVA-C4-IPTM90-124	2	ai11_af3_bb3	AI11_AF3	3	1.2679047584533691	1.0587652921676636	1.516019344329834	1.2331870794296265	1.2636470794677734	0.4572540521621704
8	OVA-C4-IPTM90-170	2	ai11_af3_bb3	AI11_AF3	0	1.266348958015442	1.1743642091751099	1.273361325263977	1.257094144821167	1.3605762720108032	0.18621206283569336
8	OVA-C4-IPTM90-170	2	ai11_af3_bb3	AI11_AF3	1	1.2508639097213745	1.2526346445083618	1.283168911933899	1.2214250564575195	1.2462269067764282	0.061743855476379395
8	OVA-C4-IPTM90-170	2	ai11_af3_bb3	AI11_AF3	2	1.2550691366195679	1.2702871561050415	1.180201768875122	1.299033284187317	1.2707544565200806	0.11883151531219482
8	OVA-C4-IPTM90-170	2	ai11_af3_bb3	AI11_AF3	3	1.2730281352996826	1.091853380203247	1.5146898031234741	1.2323353290557861	1.2532336711883545	0.42283642292022705
9	OVA-C4-IPTM90-433	2	ai11_af3_bb3	AI11_AF3	0	1.1159647703170776	1.0623100996017456	1.0560040473937988	1.1541805267333984	1.1913642883300781	0.1353602409362793
9	OVA-C4-IPTM90-433	2	ai11_af3_bb3	AI11_AF3	1	1.1092604398727417	1.1431031227111816	1.09446120262146	1.069710612297058	1.1297670602798462	0.07339251041412354
9	OVA-C4-IPTM90-433	2	ai11_af3_bb3	AI11_AF3	2	1.1170157194137573	1.1418559551239014	1.0260038375854492	1.1491527557373047	1.151050329208374	0.1250464916229248
9	OVA-C4-IPTM90-433	2	ai11_af3_bb3	AI11_AF3	3	1.1279840469360352	0.9595617055892944	1.343393087387085	1.1115961074829102	1.097385048866272	0.3838313817977905
10	OVA-C4-IPTM90-432	2	ai11_af3_bb3	AI11_AF3	0	1.2637144327163696	1.1739522218704224	1.2807493209838867	1.2581712007522583	1.341984748840332	0.16803252696990967
10	OVA-C4-IPTM90-432	2	ai11_af3_bb3	AI11_AF3	1	1.2487410306930542	1.259299397468567	1.2710906267166138	1.2109508514404297	1.2536228895187378	0.06013977527618408
10	OVA-C4-IPTM90-432	2	ai11_af3_bb3	AI11_AF3	2	1.2539186477661133	1.2736858129501343	1.1791437864303589	1.29447603225708	1.268369436264038	0.11533224582672119
10	OVA-C4-IPTM90-432	2	ai11_af3_bb3	AI11_AF3	3	1.2686659097671509	1.086167812347412	1.5001438856124878	1.2311747074127197	1.2571771144866943	0.4139760732650757
11	OVA-C4-IPTM90-272	2	ai11_af3_bb3	AI11_AF3	0	1.1540592908859253	1.06329345703125	1.16609525680542	1.1499683856964111	1.236879825592041	0.17358636856079102
11	OVA-C4-IPTM90-272	2	ai11_af3_bb3	AI11_AF3	1	1.1530038118362427	1.1404998302459717	1.1797043085098267	1.1543924808502197	1.1374180316925049	0.04228627681732178
11	OVA-C4-IPTM90-272	2	ai11_af3_bb3	AI11_AF3	2	1.1664533615112305	1.1514108180999756	1.073895812034607	1.2318496704101562	1.2086567878723145	0.15795385837554932
11	OVA-C4-IPTM90-272	2	ai11_af3_bb3	AI11_AF3	3	1.1687289476394653	1.0240997076034546	1.39890456199646	1.118459701538086	1.1334515810012817	0.37480485439300537
12	OVA-C4-IPTM90-216	2	ai11_af3_bb3	AI11_AF3	0	1.120987057685852	1.0486942529678345	1.1212526559829712	1.1076977252960205	1.2063034772872925	0.157609224319458
12	OVA-C4-IPTM90-216	2	ai11_af3_bb3	AI11_AF3	1	1.1197564601898193	1.109278678894043	1.1216894388198853	1.1063765287399292	1.1416809558868408	0.03530442714691162
12	OVA-C4-IPTM90-216	2	ai11_af3_bb3	AI11_AF3	2	1.1269749402999878	1.1244112253189087	1.0478756427764893	1.1685776710510254	1.1670347452163696	0.12070202827453613
12	OVA-C4-IPTM90-216	2	ai11_af3_bb3	AI11_AF3	3	1.1194157600402832	0.9941090941429138	1.3274598121643066	1.0611153841018677	1.0949788093566895	0.3333507180213928
13	OVA-C4-IPTM90-467	2	ai11_af3_bb3	AI11_AF3	0	1.1786001920700073	1.0939794778823853	1.1881837844848633	1.1731830835342407	1.2590545415878296	0.16507506370544434
13	OVA-C4-IPTM90-467	2	ai11_af3_bb3	AI11_AF3	1	1.1633962392807007	1.1703952550888062	1.189767837524414	1.131669521331787	1.161752462387085	0.05809831619262695
13	OVA-C4-IPTM90-467	2	ai11_af3_bb3	AI11_AF3	2	1.1676949262619019	1.188738226890564	1.0891996622085571	1.218591332435608	1.1742501258850098	0.12939167022705078
13	OVA-C4-IPTM90-467	2	ai11_af3_bb3	AI11_AF3	3	1.1810027360916138	1.0004199743270874	1.4175032377243042	1.1476496458053589	1.1584378480911255	0.4170832633972168
14	OVA-C4-IPTM90-072	2	ai11_af3_bb3	AI11_AF3	0	1.2020845413208008	1.1154580116271973	1.190326452255249	1.233032464981079	1.2695213556289673	0.15406334400177002
14	OVA-C4-IPTM90-072	2	ai11_af3_bb3	AI11_AF3	1	1.2033436298370361	1.209956169128418	1.2234435081481934	1.196581482887268	1.1833933591842651	0.04005014896392822
14	OVA-C4-IPTM90-072	2	ai11_af3_bb3	AI11_AF3	2	1.2200555801391602	1.2208118438720703	1.1069568395614624	1.2646249532699585	1.2878286838531494	0.180871844291687
14	OVA-C4-IPTM90-072	2	ai11_af3_bb3	AI11_AF3	3	1.2280420064926147	1.0509471893310547	1.4562866687774658	1.1848924160003662	1.220042109489441	0.40533947944641113
15	OVA-C4-IPTM90-293	2	ai11_af3_bb3	AI11_AF3	0	1.1055470705032349	1.0588769912719727	1.0481029748916626	1.1311646699905396	1.184043526649475	0.1359405517578125
15	OVA-C4-IPTM90-293	2	ai11_af3_bb3	AI11_AF3	1	1.0956215858459473	1.1360206604003906	1.0825237035751343	1.0574616193771362	1.1064800024032593	0.0785590410232544
15	OVA-C4-IPTM90-293	2	ai11_af3_bb3	AI11_AF3	2	1.1033438444137573	1.1425365209579468	1.014493465423584	1.1224348545074463	1.1339106559753418	0.1280430555343628
15	OVA-C4-IPTM90-293	2	ai11_af3_bb3	AI11_AF3	3	1.1184030771255493	0.9485440850257874	1.3453634977340698	1.0976850986480713	1.0820196866989136	0.39681941270828247
16	OVA-C4-IPTM90-010	2	ai11_af3_bb3	AI11_AF3	0	1.2473492622375488	1.141886830329895	1.270325779914856	1.2504783868789673	1.3267062902450562	0.18481945991516113
16	OVA-C4-IPTM90-010	2	ai11_af3_bb3	AI11_AF3	1	1.2388226985931396	1.22028386592865	1.2766724824905396	1.236429214477539	1.2219051122665405	0.05638861656188965
16	OVA-C4-IPTM90-010	2	ai11_af3_bb3	AI11_AF3	2	1.256969928741455	1.2443982362747192	1.1546965837478638	1.309677004814148	1.3191078901290894	0.16441130638122559
16	OVA-C4-IPTM90-010	2	ai11_af3_bb3	AI11_AF3	3	1.2638968229293823	1.1024211645126343	1.498516321182251	1.204030990600586	1.2506189346313477	0.3960951566696167
17	OVA-C4-IPTM90-501	2	ai11_af3_bb3	AI11_AF3	0	1.092574119567871	1.0330461263656616	1.048392415046692	1.1072851419448853	1.1815727949142456	0.14852666854858398
17	OVA-C4-IPTM90-501	2	ai11_af3_bb3	AI11_AF3	1	1.1033754348754883	1.1095746755599976	1.0891060829162598	1.1004323959350586	1.1143887042999268	0.025282621383666992
17	OVA-C4-IPTM90-501	2	ai11_af3_bb3	AI11_AF3	2	1.1088759899139404	1.114302158355713	1.0161173343658447	1.1515249013900757	1.153559684753418	0.13744235038757324
17	OVA-C4-IPTM90-501	2	ai11_af3_bb3	AI11_AF3	3	1.106773018836975	0.9630771279335022	1.3188111782073975	1.0600475072860718	1.0851563215255737	0.35573405027389526
18	OVA-C4-IPTM90-380	2	ai11_af3_bb3	AI11_AF3	0	1.2453241348266602	1.167798638343811	1.2149205207824707	1.2671871185302734	1.331390380859375	0.16359174251556396
18	OVA-C4-IPTM90-380	2	ai11_af3_bb3	AI11_AF3	1	1.2524304389953613	1.2764066457748413	1.2338793277740479	1.2450189590454102	1.254417061805725	0.04252731800079346
18	OVA-C4-IPTM90-380	2	ai11_af3_bb3	AI11_AF3	2	1.270982265472412	1.2801417112350464	1.1543394327163696	1.3192224502563477	1.3302257061004639	0.17588627338409424
18	OVA-C4-IPTM90-380	2	ai11_af3_bb3	AI11_AF3	3	1.2747752666473389	1.10238516330719	1.5014352798461914	1.2383989095687866	1.256881833076477	0.39905011653900146
19	OVA-C4-IPTM90-145	2	ai11_af3_bb3	AI11_AF3	0	1.207388997077942	1.1117368936538696	1.1807793378829956	1.2492262125015259	1.2878140211105347	0.17607712745666504
19	OVA-C4-IPTM90-145	2	ai11_af3_bb3	AI11_AF3	1	1.2057647705078125	1.2258753776550293	1.2131398916244507	1.1924543380737305	1.19158935546875	0.0342860221862793
19	OVA-C4-IPTM90-145	2	ai11_af3_bb3	AI11_AF3	2	1.2202125787734985	1.243661880493164	1.1180710792541504	1.2507665157318115	1.2683510780334473	0.15027999877929688
19	OVA-C4-IPTM90-145	2	ai11_af3_bb3	AI11_AF3	3	1.2336835861206055	1.0448068380355835	1.4690234661102295	1.2037642002105713	1.2171398401260376	0.424216628074646
20	OVA-C4-IPTM90-403	2	ai11_af3_bb3	AI11_AF3	0	1.2324105501174927	1.159395456314087	1.206262469291687	1.2511284351348877	1.3128554821014404	0.15346002578735352
20	OVA-C4-IPTM90-403	2	ai11_af3_bb3	AI11_AF3	1	1.2368346452713013	1.2413479089736938	1.2433592081069946	1.25223708152771	1.210394263267517	0.04184281826019287
20	OVA-C4-IPTM90-403	2	ai11_af3_bb3	AI11_AF3	2	1.2576760053634644	1.2782955169677734	1.1351598501205444	1.281394124031067	1.335854411125183	0.20069456100463867
20	OVA-C4-IPTM90-403	2	ai11_af3_bb3	AI11_AF3	3	1.2625004053115845	1.1035531759262085	1.4839400053024292	1.2233657836914062	1.2391430139541626	0.3803868293762207
21	OVA-C4-IPTM90-133	2	ai11_af3_bb3	AI11_AF3	0	1.151480793952942	1.0629823207855225	1.1732168197631836	1.1513398885726929	1.2183841466903687	0.1554018259048462
21	OVA-C4-IPTM90-133	2	ai11_af3_bb3	AI11_AF3	1	1.1508935689926147	1.1473486423492432	1.1672953367233276	1.1440362930297852	1.1448942422866821	0.02325904369354248
21	OVA-C4-IPTM90-133	2	ai11_af3_bb3	AI11_AF3	2	1.1651448011398315	1.1543153524398804	1.0725687742233276	1.2275149822235107	1.2061797380447388	0.1549462080001831
21	OVA-C4-IPTM90-133	2	ai11_af3_bb3	AI11_AF3	3	1.1645432710647583	1.0195438861846924	1.384116291999817	1.1180858612060547	1.1364271640777588	0.3645724058151245
22	OVA-C4-IPTM90-199	2	ai11_af3_bb3	AI11_AF3	0	1.1428823471069336	1.0613009929656982	1.114798665046692	1.1822068691253662	1.2132222652435303	0.15192127227783203
22	OVA-C4-IPTM90-199	2	ai11_af3_bb3	AI11_AF3	1	1.1468485593795776	1.1607286930084229	1.151509165763855	1.1396156549453735	1.1355409622192383	0.02518773078918457
22	OVA-C4-IPTM90-199	2	ai11_af3_bb3	AI11_AF3	2	1.1613537073135376	1.1923295259475708	1.0613783597946167	1.1924383640289307	1.1992688179016113	0.13789045810699463
22	OVA-C4-IPTM90-199	2	ai11_af3_bb3	AI11_AF3	3	1.1692413091659546	0.987226665019989	1.413663625717163	1.1389515399932861	1.137123465538025	0.4264369606971741
23	OVA-C4-IPTM90-182	2	ai11_af3_bb3	AI11_AF3	0	1.1281529664993286	1.0720257759094238	1.1084375381469727	1.1395812034606934	1.1925671100616455	0.12054133415222168
23	OVA-C4-IPTM90-182	2	ai11_af3_bb3	AI11_AF3	1	1.1311075687408447	1.1395206451416016	1.1299304962158203	1.1251304149627686	1.1298487186431885	0.014390230178833008
23	OVA-C4-IPTM90-182	2	ai11_af3_bb3	AI11_AF3	2	1.1409327983856201	1.1661916971206665	1.032827377319336	1.1914551258087158	1.1732569932937622	0.15862774848937988
23	OVA-C4-IPTM90-182	2	ai11_af3_bb3	AI11_AF3	3	1.1574944257736206	1.0044150352478027	1.3840683698654175	1.115995168685913	1.125498652458191	0.37965333461761475
24	OVA-C4-IPTM90-015	2	ai11_af3_bb3	AI11_AF3	0	1.0927801132202148	1.0510616302490234	1.0456831455230713	1.0908839702606201	1.1834921836853027	0.13780903816223145
24	OVA-C4-IPTM90-015	2	ai11_af3_bb3	AI11_AF3	1	1.1002923250198364	1.1092090606689453	1.0866349935531616	1.1019415855407715	1.1033836603164673	0.02257406711578369
24	OVA-C4-IPTM90-015	2	ai11_af3_bb3	AI11_AF3	2	1.1102478504180908	1.1281591653823853	1.0189749002456665	1.134996771812439	1.158860683441162	0.1398857831954956
