candidate_index	source_name	task_index	context	family	order_index	design_nll	chain_a_nll	chain_b_nll	chain_c_nll	chain_d_nll	chain_spread
0	OVA-C4-IPTM90-405	5	ova073_rosetta_bb2	OVA073_ROSETTA	0	1.140244722366333	1.1205817461013794	1.229483962059021	1.1033267974853516	1.1075865030288696	0.12615716457366943
0	OVA-C4-IPTM90-405	5	ova073_rosetta_bb2	OVA073_ROSETTA	1	1.0907937288284302	1.181510329246521	1.1078976392745972	0.9889305830001831	1.0848362445831299	0.1925797462463379
0	OVA-C4-IPTM90-405	5	ova073_rosetta_bb2	OVA073_ROSETTA	2	1.134945273399353	1.1188875436782837	1.1435463428497314	1.28156316280365	0.995784342288971	0.28577882051467896
0	OVA-C4-IPTM90-405	5	ova073_rosetta_bb2	OVA073_ROSETTA	3	1.1390981674194336	1.207803726196289	1.1832586526870728	1.078923225402832	1.0864075422286987	0.12888050079345703
1	OVA-C4-IPTM90-151	5	ova073_rosetta_bb2	OVA073_ROSETTA	0	1.09865403175354	1.072283148765564	1.199756383895874	1.012998104095459	1.109578013420105	0.18675827980041504
1	OVA-C4-IPTM90-151	5	ova073_rosetta_bb2	OVA073_ROSETTA	1	1.0931016206741333	1.169042706489563	1.1128566265106201	0.9864075183868408	1.1040992736816406	0.18263518810272217
1	OVA-C4-IPTM90-151	5	ova073_rosetta_bb2	OVA073_ROSETTA	2	1.1007920503616333	1.0819486379623413	1.1657265424728394	1.1673132181167603	0.9881793260574341	0.17913389205932617
1	OVA-C4-IPTM90-151	5	ova073_rosetta_bb2	OVA073_ROSETTA	3	1.1155701875686646	1.1577365398406982	1.1944456100463867	1.0303449630737305	1.079754114151001	0.16410064697265625
2	OVA-C4-IPTM90-021	5	ova073_rosetta_bb2	OVA073_ROSETTA	0	1.094924807548523	1.0782039165496826	1.2055772542953491	0.9984006881713867	1.0975173711776733	0.2071765661239624
2	OVA-C4-IPTM90-021	5	ova073_rosetta_bb2	OVA073_ROSETTA	1	1.0812596082687378	1.162843942642212	1.0860061645507812	0.9837278127670288	1.09246027469635	0.1791161298751831
2	OVA-C4-IPTM90-021	5	ova073_rosetta_bb2	OVA073_ROSETTA	2	1.1073329448699951	1.0707979202270508	1.1587058305740356	1.2040250301361084	0.9958029985427856	0.20822203159332275
2	OVA-C4-IPTM90-021	5	ova073_rosetta_bb2	OVA073_ROSETTA	3	1.121877670288086	1.148962140083313	1.202480673789978	1.0307233333587646	1.1053447723388672	0.17175734043121338
3	OVA-C4-IPTM90-415	5	ova073_rosetta_bb2	OVA073_ROSETTA	0	1.1323777437210083	1.1130019426345825	1.2578024864196777	1.0318739414215088	1.1268328428268433	0.22592854499816895
3	OVA-C4-IPTM90-415	5	ova073_rosetta_bb2	OVA073_ROSETTA	1	1.1205216646194458	1.2066453695297241	1.1362948417663574	1.0151238441467285	1.1240227222442627	0.1915215253829956
3	OVA-C4-IPTM90-415	5	ova073_rosetta_bb2	OVA073_ROSETTA	2	1.1358506679534912	1.1496731042861938	1.1870864629745483	1.2439192533493042	0.9627242088317871	0.2811950445175171
3	OVA-C4-IPTM90-415	5	ova073_rosetta_bb2	OVA073_ROSETTA	3	1.1463286876678467	1.235304594039917	1.2338502407073975	1.0457289218902588	1.070430874824524	0.1895756721496582
4	OVA-C4-IPTM90-466	5	ova073_rosetta_bb2	OVA073_ROSETTA	0	1.1414647102355957	1.1461182832717896	1.196602702140808	1.1091314554214478	1.1140066385269165	0.08747124671936035
4	OVA-C4-IPTM90-466	5	ova073_rosetta_bb2	OVA073_ROSETTA	1	1.0999579429626465	1.1751734018325806	1.121201753616333	0.9848965406417847	1.1185600757598877	0.1902768611907959
4	OVA-C4-IPTM90-466	5	ova073_rosetta_bb2	OVA073_ROSETTA	2	1.1299721002578735	1.0911915302276611	1.1966136693954468	1.205337643623352	1.026745319366455	0.17859232425689697
4	OVA-C4-IPTM90-466	5	ova073_rosetta_bb2	OVA073_ROSETTA	3	1.1315782070159912	1.1500649452209473	1.188112497329712	1.0649315118789673	1.1232038736343384	0.12318098545074463
5	OVA-C4-IPTM90-262	5	ova073_rosetta_bb2	OVA073_ROSETTA	0	1.122391700744629	1.1208773851394653	1.2130953073501587	1.0212275981903076	1.1343662738800049	0.19186770915985107
