candidate	source_model	replicate	seed	atomic_clash_count_2p4	severe_ca_overlap_count_2p5	effective_edges	effective_edge_count	min_chain_degree	valid_c4_network	contact_counts_json	max_chain_ca_rmsd_to_input	weakest_sc	weakest_hbonds	worst_dG_dSASA_x100	worst_unsat_per_1000A2	pair_metrics_json
ova_body_c4_073_ms	AF3	1	7001	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 28, ""A-C"": 66, ""A-D"": 33, ""B-C"": 33, ""B-D"": 68, ""C-D"": 28}"	0.23812323891277246	0.6675074100494385	0.0	-2.426726818084717	10.262762665052716	"{""A-B"": {""dG_dSASA_ratio"": -2.487481117248535, ""dG_separated"": -27.05889320373535, ""dSASA_int"": 1087.802978515625, ""delta_unsatHbonds"": 1.0, ""hbonds_int"": 5.0, ""nres_int"": 52.0, ""packstat"": 0.6295840740203857, ""sc_value"": 0.7462984919548035}, ""A-C"": {""dG_dSASA_ratio"": -2.770808219909668, ""dG_separated"": -48.59758377075195, ""dSASA_int"": 1753.9136962890625, ""delta_unsatHbonds"": 18.0, ""hbonds_int"": 5.0, ""nres_int"": 69.0, ""packstat"": 0.6400907039642334, ""sc_value"": 0.6789609789848328}, ""A-D"": {""dG_dSASA_ratio"": -2.8490958213806152, ""dG_separated"": -31.94735336303711, ""dSASA_int"": 1121.3155517578125, ""delta_unsatHbonds"": 6.0, ""hbonds_int"": 0.0, ""nres_int"": 40.0, ""packstat"": 0.49212005734443665, ""sc_value"": 0.6824409365653992}, ""B-C"": {""dG_dSASA_ratio"": -2.917471170425415, ""dG_separated"": -31.5061092376709, ""dSASA_int"": 1079.91162109375, ""delta_unsatHbonds"": 2.0, ""hbonds_int"": 0.0, ""nres_int"": 41.0, ""packstat"": 0.6152290105819702, ""sc_value"": 0.6765000224113464}, ""B-D"": {""dG_dSASA_ratio"": -2.7179436683654785, ""dG_separated"": -48.9112663269043, ""dSASA_int"": 1799.56884765625, ""delta_unsatHbonds"": 17.0, ""hbonds_int"": 7.0, ""nres_int"": 69.0, ""packstat"": 0.5268245935440063, ""sc_value"": 0.6675074100494385}, ""C-D"": {""dG_dSASA_ratio"": -2.426726818084717, ""dG_separated"": -25.14681625366211, ""dSASA_int"": 1036.244140625, ""delta_unsatHbonds"": 4.0, ""hbonds_int"": 4.0, ""nres_int"": 48.0, ""packstat"": 0.5411199331283569, ""sc_value"": 0.7343176603317261}}"
ova_body_c4_073_ms	AF3	2	7002	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 28, ""A-C"": 66, ""A-D"": 34, ""B-C"": 34, ""B-D"": 68, ""C-D"": 27}"	0.2277606233995135	0.6660534739494324	0.0	-2.305140972137451	8.255830781268456	"{""A-B"": {""dG_dSASA_ratio"": -2.524440050125122, ""dG_separated"": -25.981792449951172, ""dSASA_int"": 1029.2100830078125, ""delta_unsatHbonds"": 0.0, ""hbonds_int"": 5.0, ""nres_int"": 52.0, ""packstat"": 0.5299120545387268, ""sc_value"": 0.7441595196723938}, ""A-C"": {""dG_dSASA_ratio"": -2.7608513832092285, ""dG_separated"": -49.101287841796875, ""dSASA_int"": 1778.4835205078125, ""delta_unsatHbonds"": 14.0, ""hbonds_int"": 6.0, ""nres_int"": 68.0, ""packstat"": 0.5653353333473206, ""sc_value"": 0.678804874420166}, ""A-D"": {""dG_dSASA_ratio"": -2.8714969158172607, ""dG_separated"": -32.94670104980469, ""dSASA_int"": 1147.3702392578125, ""delta_unsatHbonds"": 1.0, ""hbonds_int"": 0.0, ""nres_int"": 40.0, ""packstat"": 0.5290581583976746, ""sc_value"": 0.6899098753929138}, ""B-C"": {""dG_dSASA_ratio"": -3.041459560394287, ""dG_separated"": -33.32572555541992, ""dSASA_int"": 1095.7149658203125, ""delta_unsatHbonds"": 6.0, ""hbonds_int"": 0.0, ""nres_int"": 41.0, ""packstat"": 0.5192694067955017, ""sc_value"": 0.6871391534805298}, ""B-D"": {""dG_dSASA_ratio"": -2.658853054046631, ""dG_separated"": -48.30863952636719, ""dSASA_int"": 1816.897705078125, ""delta_unsatHbonds"": 15.0, ""hbonds_int"": 8.0, ""nres_int"": 68.0, ""packstat"": 0.5504496693611145, ""sc_value"": 0.6660534739494324}, ""C-D"": {""dG_dSASA_ratio"": -2.305140972137451, ""dG_separated"": -23.3735294342041, ""dSASA_int"": 1013.9740600585938, ""delta_unsatHbonds"": 2.0, ""hbonds_int"": 3.0, ""nres_int"": 48.0, ""packstat"": 0.577687680721283, ""sc_value"": 0.7348538637161255}}"
ova_body_c4_073_ms	AF3	3	7003	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 28, ""A-C"": 67, ""A-D"": 35, ""B-C"": 35, ""B-D"": 68, ""C-D"": 28}"	0.24004957568533183	0.6177406907081604	0.0	-2.3409523963928223	9.280010853689165	"{""A-B"": {""dG_dSASA_ratio"": -2.3409523963928223, ""dG_separated"": -24.4341983795166, ""dSASA_int"": 1043.7716064453125, ""delta_unsatHbonds"": 3.0, ""hbonds_int"": 4.0, ""nres_int"": 49.0, ""packstat"": 0.5720630884170532, ""sc_value"": 0.7440671920776367}, ""A-C"": {""dG_dSASA_ratio"": -2.810152769088745, ""dG_separated"": -50.60563278198242, ""dSASA_int"": 1800.814208984375, ""delta_unsatHbonds"": 8.0, ""hbonds_int"": 8.0, ""nres_int"": 69.0, ""packstat"": 0.5010247230529785, ""sc_value"": 0.6894882321357727}, ""A-D"": {""dG_dSASA_ratio"": -2.8670921325683594, ""dG_separated"": -33.260345458984375, ""dSASA_int"": 1160.072509765625, ""delta_unsatHbonds"": 2.0, ""hbonds_int"": 0.0, ""nres_int"": 41.0, ""packstat"": 0.5704287886619568, ""sc_value"": 0.7077500224113464}, ""B-C"": {""dG_dSASA_ratio"": -2.8726258277893066, ""dG_separated"": -30.90569496154785, ""dSASA_int"": 1075.869140625, ""delta_unsatHbonds"": 3.0, ""hbonds_int"": 0.0, ""nres_int"": 40.0, ""packstat"": 0.5775020718574524, ""sc_value"": 0.6177406907081604}, ""B-D"": {""dG_dSASA_ratio"": -2.673219919204712, ""dG_separated"": -48.97056579589844, ""dSASA_int"": 1831.8944091796875, ""delta_unsatHbonds"": 17.0, ""hbonds_int"": 6.0, ""nres_int"": 71.0, ""packstat"": 0.5613744854927063, ""sc_value"": 0.6538838148117065}, ""C-D"": {""dG_dSASA_ratio"": -2.5568795204162598, ""dG_separated"": -27.810758590698242, ""dSASA_int"": 1087.68359375, ""delta_unsatHbonds"": 3.0, ""hbonds_int"": 5.0, ""nres_int"": 48.0, ""packstat"": 0.5942531228065491, ""sc_value"": 0.7465611100196838}}"
ova_body_c4_073_ms	AF3	4	7004	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 28, ""A-C"": 67, ""A-D"": 32, ""B-C"": 33, ""B-D"": 68, ""C-D"": 27}"	0.2363416390744578	0.6467458605766296	0.0	-2.3710427284240723	9.639084583202546	"{""A-B"": {""dG_dSASA_ratio"": -2.5684096813201904, ""dG_separated"": -27.70781135559082, ""dSASA_int"": 1078.79248046875, ""delta_unsatHbonds"": 2.0, ""hbonds_int"": 5.0, ""nres_int"": 49.0, ""packstat"": 0.5761099457740784, ""sc_value"": 0.742138147354126}, ""A-C"": {""dG_dSASA_ratio"": -2.701167106628418, ""dG_separated"": -47.46842575073242, ""dSASA_int"": 1757.3302001953125, ""delta_unsatHbonds"": 14.0, ""hbonds_int"": 3.0, ""nres_int"": 68.0, ""packstat"": 0.6163370013237, ""sc_value"": 0.6467458605766296}, ""A-D"": {""dG_dSASA_ratio"": -2.759335517883301, ""dG_separated"": -31.780969619750977, ""dSASA_int"": 1151.76171875, ""delta_unsatHbonds"": 2.0, ""hbonds_int"": 0.0, ""nres_int"": 41.0, ""packstat"": 0.6128086447715759, ""sc_value"": 0.721997857093811}, ""B-C"": {""dG_dSASA_ratio"": -2.9924824237823486, ""dG_separated"": -32.9401741027832, ""dSASA_int"": 1100.76416015625, ""delta_unsatHbonds"": 5.0, ""hbonds_int"": 0.0, ""nres_int"": 41.0, ""packstat"": 0.5455573797225952, ""sc_value"": 0.6996991634368896}, ""B-D"": {""dG_dSASA_ratio"": -2.7343645095825195, ""dG_separated"": -48.224700927734375, ""dSASA_int"": 1763.6529541015625, ""delta_unsatHbonds"": 17.0, ""hbonds_int"": 5.0, ""nres_int"": 70.0, ""packstat"": 0.6171647906303406, ""sc_value"": 0.6692196726799011}, ""C-D"": {""dG_dSASA_ratio"": -2.3710427284240723, ""dG_separated"": -23.319875717163086, ""dSASA_int"": 983.5282592773438, ""delta_unsatHbonds"": 5.0, ""hbonds_int"": 3.0, ""nres_int"": 50.0, ""packstat"": 0.5275321006774902, ""sc_value"": 0.7442313432693481}}"
ova_body_c4_073_ms	AF3	5	7005	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 27, ""A-C"": 68, ""A-D"": 34, ""B-C"": 31, ""B-D"": 68, ""C-D"": 28}"	0.2321573967927261	0.6464882493019104	0.0	-2.3449883460998535	8.57844822657268	"{""A-B"": {""dG_dSASA_ratio"": -2.3449883460998535, ""dG_separated"": -23.92699432373047, ""dSASA_int"": 1020.3460083007812, ""delta_unsatHbonds"": 3.0, ""hbonds_int"": 4.0, ""nres_int"": 49.0, ""packstat"": 0.6342185735702515, ""sc_value"": 0.737109363079071}, ""A-C"": {""dG_dSASA_ratio"": -2.7130866050720215, ""dG_separated"": -48.92824172973633, ""dSASA_int"": 1803.4161376953125, ""delta_unsatHbonds"": 12.0, ""hbonds_int"": 6.0, ""nres_int"": 68.0, ""packstat"": 0.5065399408340454, ""sc_value"": 0.6464882493019104}, ""A-D"": {""dG_dSASA_ratio"": -2.8222992420196533, ""dG_separated"": -32.495025634765625, ""dSASA_int"": 1151.3671875, ""delta_unsatHbonds"": 4.0, ""hbonds_int"": 0.0, ""nres_int"": 41.0, ""packstat"": 0.4997009038925171, ""sc_value"": 0.714210033416748}, ""B-C"": {""dG_dSASA_ratio"": -2.9773268699645996, ""dG_separated"": -32.64052963256836, ""dSASA_int"": 1096.30322265625, ""delta_unsatHbonds"": 5.0, ""hbonds_int"": 0.0, ""nres_int"": 41.0, ""packstat"": 0.5927751064300537, ""sc_value"": 0.71014803647995}, ""B-D"": {""dG_dSASA_ratio"": -2.756727933883667, ""dG_separated"": -48.20326232910156, ""dSASA_int"": 1748.5679931640625, ""delta_unsatHbonds"": 15.0, ""hbonds_int"": 5.0, ""nres_int"": 72.0, ""packstat"": 0.6274557113647461, ""sc_value"": 0.6726099252700806}, ""C-D"": {""dG_dSASA_ratio"": -2.4117488861083984, ""dG_separated"": -24.319747924804688, ""dSASA_int"": 1008.3864135742188, ""delta_unsatHbonds"": 3.0, ""hbonds_int"": 4.0, ""nres_int"": 49.0, ""packstat"": 0.5405314564704895, ""sc_value"": 0.747287392616272}}"
ova_body_c4_073_ms	AF3	6	7006	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 28, ""A-C"": 69, ""A-D"": 35, ""B-C"": 35, ""B-D"": 67, ""C-D"": 28}"	0.23296022410914058	0.6630866527557373	0.0	-2.620262384414673	10.6286222881898	"{""A-B"": {""dG_dSASA_ratio"": -2.6301841735839844, ""dG_separated"": -28.690282821655273, ""dSASA_int"": 1090.8089599609375, ""delta_unsatHbonds"": 2.0, ""hbonds_int"": 6.0, ""nres_int"": 53.0, ""packstat"": 0.5687499046325684, ""sc_value"": 0.7450603246688843}, ""A-C"": {""dG_dSASA_ratio"": -2.8024652004241943, ""dG_separated"": -50.30948257446289, ""dSASA_int"": 1795.186767578125, ""delta_unsatHbonds"": 18.0, ""hbonds_int"": 6.0, ""nres_int"": 70.0, ""packstat"": 0.6179363131523132, ""sc_value"": 0.6717848181724548}, ""A-D"": {""dG_dSASA_ratio"": -2.9885683059692383, ""dG_separated"": -34.001686096191406, ""dSASA_int"": 1137.724853515625, ""delta_unsatHbonds"": 3.0, ""hbonds_int"": 0.0, ""nres_int"": 42.0, ""packstat"": 0.5045982599258423, ""sc_value"": 0.7335212230682373}, ""B-C"": {""dG_dSASA_ratio"": -2.958693027496338, ""dG_separated"": -33.74491500854492, ""dSASA_int"": 1140.5345458984375, ""delta_unsatHbonds"": 6.0, ""hbonds_int"": 0.0, ""nres_int"": 41.0, ""packstat"": 0.5767328143119812, ""sc_value"": 0.6630866527557373}, ""B-D"": {""dG_dSASA_ratio"": -2.9029102325439453, ""dG_separated"": -51.8931770324707, ""dSASA_int"": 1787.6258544921875, ""delta_unsatHbonds"": 19.0, ""hbonds_int"": 6.0, ""nres_int"": 69.0, ""packstat"": 0.5917047262191772, ""sc_value"": 0.6833796501159668}, ""C-D"": {""dG_dSASA_ratio"": -2.620262384414673, ""dG_separated"": -28.91423797607422, ""dSASA_int"": 1103.486328125, ""delta_unsatHbonds"": 3.0, ""hbonds_int"": 6.0, ""nres_int"": 50.0, ""packstat"": 0.5637730360031128, ""sc_value"": 0.7430635094642639}}"
ova_body_c4_073_ms	AF3	7	7007	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 28, ""A-C"": 68, ""A-D"": 35, ""B-C"": 35, ""B-D"": 67, ""C-D"": 27}"	0.22793743794883758	0.6364455819129944	0.0	-2.3800466060638428	9.27138315263776	"{""A-B"": {""dG_dSASA_ratio"": -2.3800466060638428, ""dG_separated"": -24.433483123779297, ""dSASA_int"": 1026.5968017578125, ""delta_unsatHbonds"": 1.0, ""hbonds_int"": 4.0, ""nres_int"": 49.0, ""packstat"": 0.5632764101028442, ""sc_value"": 0.747374951839447}, ""A-C"": {""dG_dSASA_ratio"": -2.756382703781128, ""dG_separated"": -48.995479583740234, ""dSASA_int"": 1777.5281982421875, ""delta_unsatHbonds"": 16.0, ""hbonds_int"": 6.0, ""nres_int"": 70.0, ""packstat"": 0.5573316216468811, ""sc_value"": 0.6736838817596436}, ""A-D"": {""dG_dSASA_ratio"": -2.7934341430664062, ""dG_separated"": -31.694835662841797, ""dSASA_int"": 1134.6190185546875, ""delta_unsatHbonds"": 3.0, ""hbonds_int"": 0.0, ""nres_int"": 41.0, ""packstat"": 0.5412804484367371, ""sc_value"": 0.693671464920044}, ""B-C"": {""dG_dSASA_ratio"": -2.910651683807373, ""dG_separated"": -31.907686233520508, ""dSASA_int"": 1096.2386474609375, ""delta_unsatHbonds"": 5.0, ""hbonds_int"": 0.0, ""nres_int"": 41.0, ""packstat"": 0.5182186961174011, ""sc_value"": 0.6364455819129944}, ""B-D"": {""dG_dSASA_ratio"": -2.6070353984832764, ""dG_separated"": -47.80257797241211, ""dSASA_int"": 1833.59912109375, ""delta_unsatHbonds"": 17.0, ""hbonds_int"": 6.0, ""nres_int"": 71.0, ""packstat"": 0.576407253742218, ""sc_value"": 0.6662963032722473}, ""C-D"": {""dG_dSASA_ratio"": -2.4788031578063965, ""dG_separated"": -24.77918815612793, ""dSASA_int"": 999.6432495117188, ""delta_unsatHbonds"": 2.0, ""hbonds_int"": 4.0, ""nres_int"": 50.0, ""packstat"": 0.517246425151825, ""sc_value"": 0.7331722974777222}}"
ova_body_c4_073_ms	AF3	8	7008	0	0	A-B,A-C,A-D,B-C,B-D	5	2	1	"{""A-B"": 28, ""A-C"": 68, ""A-D"": 36, ""B-C"": 35, ""B-D"": 64, ""C-D"": 18}"	0.2528715554244361	0.6237995624542236	0.0	-1.5060298442840576	8.365695827030525	"{""A-B"": {""dG_dSASA_ratio"": -2.4276952743530273, ""dG_separated"": -25.6463680267334, ""dSASA_int"": 1056.4080810546875, ""delta_unsatHbonds"": 2.0, ""hbonds_int"": 4.0, ""nres_int"": 50.0, ""packstat"": 0.5530185699462891, ""sc_value"": 0.7436760663986206}, ""A-C"": {""dG_dSASA_ratio"": -2.7273941040039062, ""dG_separated"": -49.99791717529297, ""dSASA_int"": 1833.17529296875, ""delta_unsatHbonds"": 11.0, ""hbonds_int"": 8.0, ""nres_int"": 70.0, ""packstat"": 0.5468107461929321, ""sc_value"": 0.6661007404327393}, ""A-D"": {""dG_dSASA_ratio"": -2.6205928325653076, ""dG_separated"": -29.553062438964844, ""dSASA_int"": 1127.724365234375, ""delta_unsatHbonds"": 2.0, ""hbonds_int"": 0.0, ""nres_int"": 40.0, ""packstat"": 0.5447669625282288, ""sc_value"": 0.6237995624542236}, ""B-C"": {""dG_dSASA_ratio"": -3.134746789932251, ""dG_separated"": -33.95009231567383, ""dSASA_int"": 1083.0250244140625, ""delta_unsatHbonds"": 5.0, ""hbonds_int"": 0.0, ""nres_int"": 42.0, ""packstat"": 0.512291669845581, ""sc_value"": 0.7098749876022339}, ""B-D"": {""dG_dSASA_ratio"": -2.8091416358947754, ""dG_separated"": -50.36894226074219, ""dSASA_int"": 1793.0367431640625, ""delta_unsatHbonds"": 15.0, ""hbonds_int"": 8.0, ""nres_int"": 67.0, ""packstat"": 0.5290685296058655, ""sc_value"": 0.6642446517944336}, ""C-D"": {""dG_dSASA_ratio"": -1.5060298442840576, ""dG_separated"": -13.139791488647461, ""dSASA_int"": 872.4788208007812, ""delta_unsatHbonds"": 0.0, ""hbonds_int"": 2.0, ""nres_int"": 41.0, ""packstat"": 0.553881049156189, ""sc_value"": 0.6720772981643677}}"
ova_body_c4_073_ms	AF3	9	7009	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 29, ""A-C"": 68, ""A-D"": 35, ""B-C"": 32, ""B-D"": 70, ""C-D"": 27}"	0.24230199527630558	0.6632030010223389	0.0	-2.71758770942688	9.046174886733018	"{""A-B"": {""dG_dSASA_ratio"": -2.7253475189208984, ""dG_separated"": -30.30221939086914, ""dSASA_int"": 1111.8663330078125, ""delta_unsatHbonds"": 2.0, ""hbonds_int"": 7.0, ""nres_int"": 52.0, ""packstat"": 0.6054084300994873, ""sc_value"": 0.7483015060424805}, ""A-C"": {""dG_dSASA_ratio"": -2.78814959526062, ""dG_separated"": -49.31409454345703, ""dSASA_int"": 1768.703369140625, ""delta_unsatHbonds"": 16.0, ""hbonds_int"": 6.0, ""nres_int"": 68.0, ""packstat"": 0.5704326033592224, ""sc_value"": 0.6632030010223389}, ""A-D"": {""dG_dSASA_ratio"": -2.9768049716949463, ""dG_separated"": -35.31716537475586, ""dSASA_int"": 1186.4117431640625, ""delta_unsatHbonds"": 3.0, ""hbonds_int"": 0.0, ""nres_int"": 42.0, ""packstat"": 0.438287615776062, ""sc_value"": 0.6744614839553833}, ""B-C"": {""dG_dSASA_ratio"": -2.9347708225250244, ""dG_separated"": -32.52777862548828, ""dSASA_int"": 1108.3583984375, ""delta_unsatHbonds"": 5.0, ""hbonds_int"": 0.0, ""nres_int"": 41.0, ""packstat"": 0.466806560754776, ""sc_value"": 0.6728581190109253}, ""B-D"": {""dG_dSASA_ratio"": -2.862259864807129, ""dG_separated"": -51.19060134887695, ""dSASA_int"": 1788.4678955078125, ""delta_unsatHbonds"": 14.0, ""hbonds_int"": 6.0, ""nres_int"": 68.0, ""packstat"": 0.5819495916366577, ""sc_value"": 0.6753222942352295}, ""C-D"": {""dG_dSASA_ratio"": -2.71758770942688, ""dG_separated"": -28.626359939575195, ""dSASA_int"": 1053.3739013671875, ""delta_unsatHbonds"": 5.0, ""hbonds_int"": 6.0, ""nres_int"": 50.0, ""packstat"": 0.49224451184272766, ""sc_value"": 0.7559109926223755}}"
ova_body_c4_073_ms	AF3	10	7010	0	0	A-B,A-C,A-D,B-C,B-D,C-D	6	3	1	"{""A-B"": 30, ""A-C"": 67, ""A-D"": 36, ""B-C"": 34, ""B-D"": 65, ""C-D"": 28}"	0.2451509097850146	0.6680782437324524	0.0	-2.2195873260498047	10.758936789103535	"{""A-B"": {""dG_dSASA_ratio"": -2.2195873260498047, ""dG_separated"": -24.114818572998047, ""dSASA_int"": 1086.4549560546875, ""delta_unsatHbonds"": 2.0, ""hbonds_int"": 4.0, ""nres_int"": 49.0, ""packstat"": 0.6076061725616455, ""sc_value"": 0.7435758113861084}, ""A-C"": {""dG_dSASA_ratio"": -2.7609710693359375, ""dG_separated"": -48.758026123046875, ""dSASA_int"": 1765.9737548828125, ""delta_unsatHbonds"": 19.0, ""hbonds_int"": 6.0, ""nres_int"": 69.0, ""packstat"": 0.550399661064148, ""sc_value"": 0.6701242923736572}, ""A-D"": {""dG_dSASA_ratio"": -2.94490122795105, ""dG_separated"": -33.968021392822266, ""dSASA_int"": 1153.451904296875, ""delta_unsatHbonds"": 3.0, ""hbonds_int"": 1.0, ""nres_int"": 40.0, ""packstat"": 0.46094539761543274, ""sc_value"": 0.6818223595619202}, ""B-C"": {""dG_dSASA_ratio"": -2.960357427597046, ""dG_separated"": -32.830867767333984, ""dSASA_int"": 1109.0169677734375, ""delta_unsatHbonds"": 1.0, ""hbonds_int"": 0.0, ""nres_int"": 40.0, ""packstat"": 0.5560691952705383, ""sc_value"": 0.6680782437324524}, ""B-D"": {""dG_dSASA_ratio"": -2.758129358291626, ""dG_separated"": -48.65102767944336, ""dSASA_int"": 1763.9139404296875, ""delta_unsatHbonds"": 18.0, ""hbonds_int"": 5.0, ""nres_int"": 70.0, ""packstat"": 0.5549647808074951, ""sc_value"": 0.669023871421814}, ""C-D"": {""dG_dSASA_ratio"": -2.4967310428619385, ""dG_separated"": -26.632543563842773, ""dSASA_int"": 1066.696533203125, ""delta_unsatHbonds"": 3.0, ""hbonds_int"": 5.0, ""nres_int"": 49.0, ""packstat"": 0.5618507266044617, ""sc_value"": 0.742171049118042}}"
