system	model	iptm	ptm	atomic_clash_count_2p4	terminal_atomic_clash_count_2p4	nonterminal_atomic_clash_count_2p4	design_involved_atomic_clash_count_2p4	severe_ca_overlap_count_2p5	effective_interface_edges	effective_edge_list	largest_component	min_chain_degree	valid_c4_network	interface_type_count	interface_type_multiplicities	interface_type_edges	interface_type_design_counts	two_interfaces_each_design_ge3	contact_residue_pairs	interface_positions	design_interface_count	design_interface_fraction	design_interface_positions	native_c74_c121_bonds	interchain_ss_bonds	mean_chain_plddt	min_chain_plddt	mean_chain_ca_rmsd_to_1ova	max_chain_ca_rmsd_to_1ova	cif_path
ova_body_c4_08	seed-1_sample-0	0.82	0.85	0	0	0	0	0	6	A-B,A-C,A-D,B-C,B-D,C-D	4	3	1	3	2,2,2	A-B,C-D|A-C,B-D|A-D,B-C	2,5,6	1	238	47	11	0.6470588235294118	191,271,276,278,342,345,346,347,348,350,354	4	0	89.72961139678955	89.68499998972206	1.5579092181195653	1.565554643972846	/root/400083/ova_p3_tetramer_design/experiments/e174_c4_073_multihit_ai_af3_seed1/out_s7/ova_body_c4_08/seed-1_sample-0/ova_body_c4_08_seed-1_sample-0_model.cif
ova_body_c4_08	seed-1_sample-1	0.82	0.86	0	0	0	0	0	6	A-B,A-C,A-D,B-C,B-D,C-D	4	3	1	3	2,2,2	A-B,C-D|A-C,B-D|A-D,B-C	2,6,6	1	249	49	11	0.6470588235294118	191,271,276,278,342,345,346,347,348,350,354	4	0	89.93512953130693	89.87380829252727	1.5363897815241243	1.5471304735675866	/root/400083/ova_p3_tetramer_design/experiments/e174_c4_073_multihit_ai_af3_seed1/out_s7/ova_body_c4_08/seed-1_sample-1/ova_body_c4_08_seed-1_sample-1_model.cif
ova_body_c4_08	seed-1_sample-2	0.82	0.85	2	0	2	2	0	6	A-B,A-C,A-D,B-C,B-D,C-D	4	3	1	3	2,2,2	A-B,C-D|A-C,B-D|A-D,B-C	2,6,7	1	251	47	12	0.7058823529411765	191,271,276,278,342,345,346,347,348,349,350,354	4	0	90.0201619672034	89.98686532529524	1.579831005869349	1.5919351208892605	/root/400083/ova_p3_tetramer_design/experiments/e174_c4_073_multihit_ai_af3_seed1/out_s7/ova_body_c4_08/seed-1_sample-2/ova_body_c4_08_seed-1_sample-2_model.cif
ova_body_c4_08	seed-1_sample-3	0.82	0.85	0	0	0	0	0	6	A-B,A-C,A-D,B-C,B-D,C-D	4	3	1	3	2,2,2	A-B,C-D|A-C,B-D|A-D,B-C	2,6,6	1	253	50	11	0.6470588235294118	191,271,276,278,342,345,346,347,348,350,354	4	0	89.7573510995183	89.71800523471339	1.5913346200757092	1.5981717805015971	/root/400083/ova_p3_tetramer_design/experiments/e174_c4_073_multihit_ai_af3_seed1/out_s7/ova_body_c4_08/seed-1_sample-3/ova_body_c4_08_seed-1_sample-3_model.cif
ova_body_c4_08	seed-1_sample-4	0.83	0.86	0	0	0	0	0	6	A-B,A-C,A-D,B-C,B-D,C-D	4	3	1	3	2,2,2	A-B,C-D|A-C,B-D|A-D,B-C	2,5,7	1	261	54	12	0.7058823529411765	191,271,276,278,342,345,346,347,348,349,350,354	4	0	89.55275902723402	89.51445580517073	1.609264126974678	1.6151724511541647	/root/400083/ova_p3_tetramer_design/experiments/e174_c4_073_multihit_ai_af3_seed1/out_s7/ova_body_c4_08/seed-1_sample-4/ova_body_c4_08_seed-1_sample-4_model.cif
ova_body_c4_16	seed-1_sample-0	0.82	0.85	0	0	0	0	0	4	A-C,A-D,B-C,B-D	4	2	1	2	2,2	A-C,B-D|A-D,B-C	6,9	1	231	47	14	0.7	191,271,276,278,341,342,343,345,346,347,348,349,350,354	4	0	90.18816700376995	90.14577688701412	1.5519831099868753	1.5574526057202789	/root/400083/ova_p3_tetramer_design/experiments/e174_c4_073_multihit_ai_af3_seed1/out_s7/ova_body_c4_16/seed-1_sample-0/ova_body_c4_16_seed-1_sample-0_model.cif
ova_body_c4_16	seed-1_sample-1	0.82	0.85	0	0	0	0	0	4	A-C,A-D,B-C,B-D	4	2	1	2	2,2	A-C,B-D|A-D,B-C	7,10	1	241	48	15	0.75	191,271,276,278,341,342,343,345,346,347,348,349,350,354,356	4	0	89.9631800256245	89.9172538302723	1.5253950585797407	1.5339848624762706	/root/400083/ova_p3_tetramer_design/experiments/e174_c4_073_multihit_ai_af3_seed1/out_s7/ova_body_c4_16/seed-1_sample-1/ova_body_c4_16_seed-1_sample-1_model.cif
ova_body_c4_16	seed-1_sample-2	0.82	0.85	1	0	1	1	0	6	A-B,A-C,A-D,B-C,B-D,C-D	4	3	1	3	2,2,2	A-B,C-D|A-C,B-D|A-D,B-C	1,6,8	1	256	51	14	0.7	191,271,276,278,341,342,343,345,346,347,348,349,350,354	4	0	90.11222798589597	90.0883160724541	1.5886965764774599	1.595229484681783	/root/400083/ova_p3_tetramer_design/experiments/e174_c4_073_multihit_ai_af3_seed1/out_s7/ova_body_c4_16/seed-1_sample-2/ova_body_c4_16_seed-1_sample-2_model.cif
ova_body_c4_16	seed-1_sample-3	0.83	0.86	0	0	0	0	0	5	A-B,A-C,A-D,B-C,B-D	4	2	1	3	2,2,1	A-C,B-D|A-D,B-C|A-B	8,9,2	1	258	50	14	0.7	191,271,276,278,341,342,343,345,346,347,348,349,350,354	4	0	90.1415802481261	90.09564756482376	1.5652319886373376	1.5708538509195091	/root/400083/ova_p3_tetramer_design/experiments/e174_c4_073_multihit_ai_af3_seed1/out_s7/ova_body_c4_16/seed-1_sample-3/ova_body_c4_16_seed-1_sample-3_model.cif
ova_body_c4_16	seed-1_sample-4	0.82	0.85	0	0	0	0	0	6	A-B,A-C,A-D,B-C,B-D,C-D	4	3	1	3	2,2,2	A-B,C-D|A-C,B-D|A-D,B-C	1,6,8	1	258	50	13	0.65	191,271,278,341,342,343,345,346,347,348,349,350,354	4	0	89.98489641031453	89.93709838946249	1.598951594062715	1.6054759193666275	/root/400083/ova_p3_tetramer_design/experiments/e174_c4_073_multihit_ai_af3_seed1/out_s7/ova_body_c4_16/seed-1_sample-4/ova_body_c4_16_seed-1_sample-4_model.cif
